Tweet,Sentiment
RT @GalatasaraySK: Günaydýn #Galatasaray Ailesi https://t.co/xZubSKwnPc,Positive
RT @GSBasketGunlugu: Didier Drogba'lardan, Johan Elmander'lerden, Burak Yýlmaz'lardan, Bafetimbi Gomis'lerden Eren Derdiyok'lara, Muðdat Çe…,Positive
